,Time,Score
342,3 years ago,5
343,3 years ago,3
344,3 years ago,5
345,3 years ago,4
346,3 years ago,5
347,3 years ago,3
348,3 years ago,5
349,3 years ago,5
350,3 years ago,1
351,3 years ago,5
352,3 years ago,5
353,3 years ago,4
354,3 years ago,5
355,3 years ago,5
356,3 years ago,5
357,3 years ago,5
358,3 years ago,5
359,3 years ago,5
360,3 years ago,5
361,3 years ago,5
362,3 years ago,5
363,3 years ago,5
364,3 years ago,5
365,3 years ago,5
366,3 years ago,2
367,3 years ago,5
368,3 years ago,5
369,3 years ago,5
370,3 years ago,5
371,3 years ago,4
372,3 years ago,5
373,3 years ago,5
374,3 years ago,5
375,3 years ago,4
376,3 years ago,5
377,3 years ago,4
378,3 years ago,3
379,3 years ago,4
380,3 years ago,4
381,3 years ago,4
382,3 years ago,5
383,3 years ago,5
384,3 years ago,5
385,3 years ago,5
386,3 years ago,5
387,3 years ago,4
388,3 years ago,5
389,3 years ago,5
390,3 years ago,4
391,3 years ago,5
392,3 years ago,5
393,3 years ago,5
394,3 years ago,4
395,3 years ago,5
396,3 years ago,5
397,3 years ago,5
398,3 years ago,5
399,3 years ago,5
400,3 years ago,3
401,3 years ago,2
402,3 years ago,5
403,3 years ago,5
404,3 years ago,5
405,3 years ago,5
406,3 years ago,5
407,3 years ago,4
408,3 years ago,5
409,3 years ago,5
410,3 years ago,4
411,3 years ago,4
412,3 years ago,4
413,3 years ago,5
